rating,title,text
5,Thank you,Dad loves them
5,Great game,Actually changed my life. My ex wife wants to talk to me again. Thank you crazy chicken shoot!
5,"Fun, historical and overall great game!","Yes you need Age of Empire III and that is because this is an expansion pack, this means you add the levels of this game to the original game.  In anycase this is a great expansion pack and truly adds to the Age of Empires series.  Plus the computer game play is well managed a big plus.  Well worth your money even if you have to buy the base pack."
5,Great charger.,Great charger. Our boys each have a switch and 4 extra remotes.  Now we can keep them all charged up.  Keep in mind the 4 LEDS are bright.
5,Great concept. Very well put together and fun game!,"I pre-ordered my copy of Epic Mickey 2 on Xbox 360 and picked it up today. The graphics are amazing (on the 360 anyways). I was wondering how the gameplay would be compared to using the wii remote to use the brush, but the right joystick on the xbox controller is used to aim the brush. The controls are very simple. I am excited to play co-op. I was excited to see if you could co-op over Xbox live, but unfortunately it is just a local co-op. Another great thing about the game is that the characters actually talk, instead of having to read all of the text boxes in the first game. Overall it is a great game so far!"
1,"Micro-transactions, pay to win","Microtransactions, this is exactly why everyone got upset when forza 5 came out and turn 10 had to make a patch to correct the problem.  No longer do you get more credits for making the game harder by turning off driving assists. You get mod cards like in F6 but this time they have limited number uses.  And like F5 you don't make as many credits per race and there is no longer bouns credits for buying the VIP package.  The game itself is good but this crap makes me wish I hadn't bought it. Shame on you turn 10 and Microsoft for letting such a great game get turned into candy crush."
2,Sorry...but this game is a BIG disappointment.,"I give this game 2 and a half stars. This game is not horrible, but it is a big disappointment and way over-hyped. It could have been made so much better than this. 10 years in the making and this is the best you could do!?!? Seriously...you had 10 YEARS to do this and this is what we get!?!? The story is pretty good but could have been better also. And there could have been so many better choices for the Character Cast! So many Dorks in this game that NEVER should have been in it!!! You skipped out on soooo many better Characters that could of made the game so much better!!! Nintendo screwed this game and opportunity up BIGTIME!!! The action becomes so repetitive at times with the same stupid and repetitive battles over and over again! And it gets so messy when battles and fighting is going on! The controls just stink so bad in this game!!! No smoothness to it whatsoever and the Character Moves and Special Abilities are plain garbage and a JOKE with a cherry on top!!! What a waste of an awesome opportunity that was given to Nintendo and the Game Developers to create a game that could have been so great!!! Its like being told that in 10 years a Beautiful Red Lamborgini is going to pull into your driveway and its all yours!!! Only for that day to come 10 years later and a Beat Up Toyota Corolla with a bra and chrome tips shows up! Hahahahaaaa...no joke, this game is a BIG disappointment! You blew it Nintendo! You really blew it!!!"
5,Nice protector,Loved my nitendo switch look's good
1,Electronic Arts prevents youth from playing.,"This game can be a lot of fun, and younger kids find it quite entertaining. That is, they would if they were allowed to play. Both my children are over the 10yrs requirement of the game; however, they are not allowed to play online, because Electronic Arts prevents children from using their accounts online. So the people EA is marketing this game to are not allowed to play. Do they expect I will create adult accounts for my young kids to use, violating both EA's terms of service and Sony's? It's not clear to me how they anticipate children will be able to play without violating their own policies. It makes me think they are marketing this dishonestly. If you have young kids, and you use parental controls to  guide their activities, then stay away from Plants vs. Zombies: Garden Warfare."
1,Hope you have a lot of wall space for this fathead,Don't waste your time with the Jordan package. The poster is weak and the fathead is a joke. You would think it was a real size fathead but checkout the image attached. Save yourself the cash and get the regular version!
5,Truly a breath of fresh air.,I have not been more excited for any game release since World of Warcraft back in 2004. I played the beta and knew i instantly that this game would be what finally puts my love of WoW to rest. Its truly a breath of fresh air and I love everything about it. The characters are fun to play. My favorite is definitely Mercy. I love the maps and I look forward to future DLCs that are released for Overwatch.
5,Bang for your Buck. Great for Newbies or Collectors.,"Same price for base game but includes a basic guide for newbies and a map. No dlc included but the base game doesn't include one as well. For what comes in this edition you get more for your buck as the base game cost the game yet only comes with the game. This edition comes with the base game(physical), a guide, and a map."
1,Contempt for the customer,"No LAN play, constant anti-piracy harassment. They display incredible contempt for and disregard of the customer."
1,Terrible,"I usually don't get mad at games but this is something else. I like to enjoy games, I almost shattered a controller. This games sucks period"
1,Couldn't possibly power a Genesis,"This AC adapter simply doesn't put out enough power to power a Genesis. I don't have an NES or SNES so I couldn't test those, but some quick research makes me think that it won't work with those either."
5,"The Weirdest, Best Action Game Since Bayonetta","Get this game right now if you want to be blown away by some crazy-cool style, bawdy language, fun combat, addictive gameplay, tons of unlocks, and I could go on and on. The zombies are kind of cool but they are just the dressing on this insanity salad. The first level alone left me so euphoric I was replaying it just to get my score higher and laugh and the hilarious scenarios again. I play a lot of shooters and this is definitely what I needed to clear the palette. Don't listen to the self-proclaimed professional reviewers who ditch this game because it should be ""so much more"". That's like saying Robert Rodriguez's ""Planet Terror"" should be so much more, which is the closest work of art I could say captures the feeling of this game. If you think Lollipop Chainsaw is supposed to be like Ninja Gaiden, God of War, or anything in that vein, you would be mistaken and this game would not be for you. But, I know I'll be playing this one a long time. Thank you Suda51 for taking the risks to bring this masterpiece to the public. We need more games like this."
1,it only took 3 days...,"once i received this wiimote i unpackaged it and set it up for game play, in the middle of my game it started ghosting moves even after being set down for several minutes. now that was just the first day out. three days later it died... it was never miss handeled never dropped and just died. once i called their tech support i was disturbed even further about how rude they were and the fact i could not understand what the lady was saying through her accent."
2,Major bugs,"The gameplay itself is generally good. I've had two bugs that are pretty major.  the quarterback not handing off the ball for a simple run play, like a HB dive. This one has been infuriating as it has cost me games at the one yard line and caused turnovers. It happens pretty regularly. I did just have an issue where a safety wasn't called for the first time. Not sure if this is enough to rate two stars but it's really a huge problem for me. This is the first Madden I have purchased since Madden 15, which I loved, and this is really dissapointing. Especially, since I figured it would be a fix that would come in an update by now."
5,Help I can't stop typing,This was like going from a Kia (stock keyboard) to a Porsche (Das Keyboard.) I LOVE typing. The mechanical click is s o  s a t i s f y i n g. I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.  I Love typing and can't stop myself from typing more.
4,Its taller than original,"Looks alright, stick is slightly taller and is straight compared to the v base the original had"
1,Useless,"Does not work. Returning item. We could only get the sound to come through, and snowy image."
5,Good skin for the price,"Easy to put on, it took just a few minutes. The cut was spot on, you just need to clean it real good before sticking it on there. I even messed up one of the sides and I just pealed it off and re-stuck it on with no problems. It's been a little over a month and it's still good to go."
5,great game,great action game for anime lovers
5,Cómodo y liviano,"El combo perfecto, cómodos de transportar y livianos. La conexión es inmediata. El tamaño es ideal para trabajar cómodo en espacios reducidos ."
1,plastic garbage quality,I got a hyperx aluminum one and its much better. Came with linear keys. Logitech makes them clicky and you have to go out of your way to find them linear. I cant find anyone serious that likes clicky. Not if your a musician like I am. You need quiet keyboards in the studio.
4,Good game,"I really liked Civ III, but there was much room for improvement.  Civ IV was the answer.  I don't know what all the fuss about technical problems was about, because it ran fine on my entry level computer.  I really enjoyed the abolishment of attack and defense values as well as the introduction of colateral damage, which elimintated the ""stack of doom"" that every Civ player dealt with occasionally.  I was disappointed in only a few areas, first and foremost, the relatively small number of Civs and unique units, as they're what make the game interesting.  Also, I was under the impression that it was possible to create a mod using world builder.  Really, the only people who can create mods are computer nerds who are willing to mess around with the Python.  Overall, though I would reccomend this game to anyone who likes turn-based strategy."
5,Great bundle for the price! My son LOVES it!,My son is 5 and loves to play roblox and pretend to be a youtube gamer. I got him this bundle for xmas and its wonderful. The price is great and it comes in a very nice box with a handle. Super easy to set up and use. This bundle was exactly what I was looking for. Love the colors on the mouse and keyboard too!
1,Review Changed - Im Returning It,Constantly having HMD issues after sitting a couple days.  Every time I want to use it I spend an hour trouble shooting.  Not worth the hassle so I returned it.  Ill wait for a better solution.
5,Five Stars,Best console Keyboard and Mouse adapter around.
1,Be Carefull,"As an IT Coordinator and Network Administrator, I feel that I should at least put some kind of warning out about McAfee and Norton. For over a decade, most new computers from companies such as Dell, Gateway, HP, and many other brands have been issued with some form of McAfee or Norton on them. Those of us who have bought these computers in bulk for companies, schools, libraries, corporations, etc., we immediately either remove those and install a better solution or we make a new image and install our own favorite brands. I will say that some protection is better than none. That being said, why would you use a program that will continually pop-up adds, renewal notices, upgrade reminders to such a point as they become worse than the problem they are suppose to protect you from? Many people have dubbed McAfee and Norton as the original malware as they have been doing this practice for years. I am not going to persuade you to buy one company over another. All I ask is that you do your homework and shop around. Just because they come on your new computer does not mean they are the best company to go with. I have used Symantic's solution to get rid of some trojans such as the FBI virus but I will not condone some of the practices they employ to force you to buy their software.  It is hard to ignore that some of the other old favorites such as AVG and Avast have started doing some of the same tactics on their free versions as well. I guess if it works for McAfee and Norton, why shouldn't they cash in as well?  Just my two cents. Take it as you will."
5,customize your controllers,These are a neat little addition to the controller. They are somewhat difficult to line up your first time so I would recommend practicing with one you don't like. They can be reused.
2,Buy at your own risk.,"After reporting a red light of death to the customer service department, a known problem with this system, I waited 3 weeks to receive a replacement box.  Upon turning it on, it showed the same red light of death.  Again I called customer service and returned the box, and for a 2nd time I waited 3 weeks to receive the repaired box.  Today, I received it, and with no surprise, it still had the red light of death upon being turned on.  Calling customer service yet again, I learned from a supervisor it could be the power supply instead of the box, that I need to send them the broken box (again) and the power supply.  Jay, the Customer Service Supervisor, also stated that a power supply is deemed an accessory and that Microsoft policy states customers have to pay to ship those materials themselves.  So, I am out a box and power supply for at least 3 weeks, and will need to pay for the shipping of the parts myself so that they can fix a ""known problem.""  I love the game system, but the service has been less than helpful, each of the 4 times I have needed them to address this same issue.  I recommend a different system if you suspect you might ever need assistance."
1,One Star,"Terrible graphics, choppy frame rate, and uninspiring story....extremely dissapointed"
2,Not rubberized like the original sticks,"The description says ""True rubberized on the top and side improves control and reduces slipping"" however this is not the case. The sticks are hard plastic and textured but there is no rubberized coating like the original sticks that come with the controller. That might be fine for most people but I noticed it immediately and returned the product."
1,Star Wars monotony at its finest...,"I don't understand how DICE created this game after making Battlefield 4. There is wayyyy less content than Battlefield 4, the lack of gun customization is horrific and really dealt a hard blow to my dislike of the game. Plus the gameplay gets boring after a few hours, and I'm not one to usually say this about first person shooters, especially one that holds a AAA game title. I feel as if all the hours spent on development was just in the graphical department, which is cool and all, but without solid gameplay mechanics graphics don't account for much as The Order: 1886 showed us. This could of been a much better game, I wouldn't of minded waiting a few extra months for a better game. I feel ripped off..."
1,"I love Fallout, and I wanted to like this.  Its just trash.","This is a really poor money grab.  No story to speak of, just wandering around killing things for no clear reason other than they are there.  You can build things, but really it just feels like they dumped you in a big empty world with some random internet kiddies and told you to have fun in the sandbox.  Just run free mods for Fallout 4 and skip this one."
1,Just Terrible,"This deserves the lowest rating in product history.  Coming from the worst company in the world it is not surprising, but the SimCity franchise was perhaps my favorite game franchise ever so it is disappointing.  There were the obvious release issues that have been well documented that would drop this down to 3 stars immediately.  Furthermore the game was released on March 5 2013 and on November 5th 2013 I received an email saying that most of the release issues have been fixed...that's 8 months after the release!  So after playing the game very briefly during the epic fail of a release I reluctantly attempted to pick up another city only to find a lot of major issues still remain.  Traffic is still unmanagable and commuting between cities is quite obviously broken.  The number of major bugs in this game just makes me cringe as a developer.  There had to be next to no testing done on the product and very poor product management and development from the onset.  The lack of customer support (fixing the countless bugs listed on the forums), combined with development hours spent creating sponsored buildings is just appalling.  I can come up with no better conclusion that to say the sole purpose of this game was to take a well known, popular franchise (SimCity) and create a game spending as little money in hopes of selling the game based on prior franchise success.  EA has once again lowered the bar and continues to amaze with calamities on epic levels never before seen in the gaming industry.  This will go down in history as one of the worst games ever released.  We will probably end up reading about a landfill filled with copies of the right next to the landfill filled with copies of ET (the Atari game)."
5,DOC Fan,I will never get tired of the game. DOC is my favorite game. Its sweet because i get to use my favorite character from FF7. The graphics is cool and modifying my own weapons is sweet. If you are a FF7 fan you will like it.
1,Don't buy it,"It require Japan ip to login,  you have to buy Japanese proxy in addition. What's more, it is not free after first month, more important is it is hard to find a place to buy a card to recharge in U.S."
5,Fun game!,"I play this with my 6 year old grandson and he adores the game.  It's a fun game and it's nice to be able to play the game with him.  It's easy enough for him to be able to play yet complex enough to keep me happy,...the best of all worlds when it comes to a video game."
2,"Fun game, the storyline tries to normalize homosexuality tho. Wouldn't recommend.","My daughter loves horses and all the fun things to do on the horse ranch but was mortified that in the storyline there is a quest or task to take a kitten to a man with a husband named Richard. I feel normalizing homosexuality shouldn't be a part of this game's agenda. Quite upset they would write that in there. I don't discriminate against homosexuality, in fact I know many in my close circle that struggle with same sex attraction, but a video game geared toward children subtly putting in a plug in favor of it being normal was just a no for me. Don't buy."
5,Christmas gift purchase,"Grandchildren each have a Ninetendo Switch but only one charger.  At Christmas they will have two, one for each.  Easy to charge, kids can do it by themself.  Easy to take along so their Switch is always ready."
5,So much fun,"So much fun, a cut above the rest for search and find games.  You can choose to time yourself or not.  Very cute graphics"
1,I didn't do a ton of research so I was very disappointed when I realized there was no story line to ...,I had incredible expectations for this game. I didn't do a ton of research so I was very disappointed when I realized there was no story line to the game. I wanted to have the full star wars experience. The multiplayer feels the same in every type of mode. It turns into a slow paced team death match where there is little strategy and mainly just shooting. It truly feels like I'm playing COD on a Nintendo 64. I really hope they don't make me pay for future DLC to make the game better. I think they needed to release this video game just to keep up with the star wars hype and I fell for it.
2,It just needed a little more challenge,"Like other reviewers, I was very happy to see the Sonic of my youth back. Secret Rings, Shadow the Hedgehog, etc. almost ruined the whole series of games for me. In this game I saw a return to the worlds and play that first captured my heart back in the sega genesis days. The problem is, there wasn't much to it. The levels were fairly easy to beat, even my 7 year old son was able to master the game in less than a week. I don't mind the somewhat week storyline, that's not the reason to play Sonic anyway. I mind that I beat the game so quickly and so easily that I feel ripped off. It just left me wanting more."
5,"Not really that large, perfect for GBA.","Intec made an awesome case here. The SP fits in snugly with the ability to put about 3 more games inside. The hard shell protects the GBA from all the abuse you can hand out, without compromising the contents inside. It is a bit bigger then the smallest GBA case out there, but it still fits in the palm of your hand. I keep my GBA in my school backpack for my time between college classes. I have some heavy books, and this has protected it, and gotten through it not too badly. Definitely pick it up!"
5,Great Gameplay and Addictive...,"I am not a big fan of racers. I liked Grand Turismo 3 on PS2 but was not overly impressed... if you are looking for a game that gets your attention quickly and everyone can play without having to know what kind of tires your car needs, this is a great game. So many cars to choose from, beautiful graphics (MUCH BETTER THAN GT3 on PS2) and some awesome tracks. I especially love driving the boxter trough san francisco!"
5,long awaited.,It was a long time coming on disk for someone who played the original a long time ago and does not want to download games.It was worth it.
5,Worked well for replacement on our Wii U...,"I purchased these as replacements for our Wii U controller. An easy plug and play fix for the ones that had worn out. Didn't take long to install and we were up and running without issue. We've got more than 15 hours on the new parts so far. Works great! If you found this review Helpful, please check YES. Much appreciated."
5,Pretty impressive set of head phones.,"These things are pretty awesome. I had Astro a40s then a50s for a while and I got these and noticed some sound differences right away. Didn't like it at first. After about a week I tried my astros again, and in comparison they sound terrible. These things are pretty awesome. The noise cancelling is amazing. Can't hear anything, which is unfortunately why I may have to return them and get some open back head phones (have small kids), but if you don't want to hear anything around you buy these. I'm very impressed by the quality of these."
4,"Good gameplay, old engine.","Might and Magic VIII is a solid addition to this series. Yes, the engine is very dated, but fans of this series will not be too put off by this. The new playable races in this installment are a nice touch, although I would  say that with a dragon in your party you have a big advantage. This is  because it's basic flame attack uses no spell points and does a lot of  damage. The dungeons in this game are not as huge as MM6, which in my  opinion is just fine. While MM6 was a superior game, the dungeons did grow  tiresome. Overall, this was an enjoyable game, worth the money it costs and  I would recommend it to any fan of this series, as long as they can look  past the dated graphics."
5,Great Multiplayer - Good to see some studios still offering LAN support!,"First off I am always looking for games I can play with my fiance. We've been through diablo, d2, starcraft, guild wars, gears series - so having a rpg that offers LAN support was a big purchasing factor. And it really delivers. Hooking up additional players is very easy, stable connection and great speed. The game is well designed, on the highest video settings it is a highly detailed world. Challenging, plus I love how it allows for team work... he keeps monsters off of me while I snipe at far off archers. It's a wonderful game for a couple or even friends looking for a co-op. It reminds me of a darker version of oblivion, which was exactly what I was hoping for. Ok it doesn't have the interaction with npc's like oblivion or dragon age would offer. But the fact that it brings interaction between co-op players is what makes it special. This is not meant for a lone player. You will have max fun by including someone else real. And also being able to play E'lara rather then stuck with playing Dom in regards to gears is a really big perk for me as a girl gamer. To summize, it's a fun game meant to be shared with friends, each person does need a copy of the game in order to play but no serial numbers to deal with. If you buy this game and have a friend to play with, you won't be dissappointed."
5,feels nice and well made.,I bought this solely for my raspberry pi 3b game system and it works decidedly better than the Bluetooth it's basically plug and play.
5,Awesome,"Some think that great games like nfl2k1 take up a lot of memory but with  this baby, u'll never need another memory card again.  i had one for n64  adn it was great, and the dreamcast will put it to use with mini games from  power stone 2, and soul calibur.  now i won't have to go buy another vmu  if i want to save an nfl file, but keep a 50 noter."
5,Great headset. Bang for your buck.,Great for gaming
5,This is the ultimate Pokemon Ranger game around.,"Get rid of the other two, this is the only one you need. It's full of awesome gameplay, many many hours will be put into this one. The animations are awesome, really colorful and bright. It's just... fun. If you enjoy video games, Pokemon, or both... then buy this immediately. You will NOT be  disappointed."
4,Dont listen to the 2k SACKRIDERS,"Loved it dont believe all the haters. Sure the graphics are not like 2k but what people dont realize is 2k always has good graphics but the gameplay is trash. I own both 2k14 and Live 14 and they both have terrible flaws but Ea is going in the right direction with this game. To be specific the graphics are good, the synergy software and constant update is great I also like the detail ea spent on arenas ball handling and dribbling something 2k14 struggles with but the game needs more multiplayer online features and more options to create players and sliders and this game will get much better."
1,Same Ol,"Repetitive, redundant gameplay easily sums up The Division it's like Destiny's little brother. Bullet Sponge enemies with no depth. The game is just get cover shot, rinse and repeat until the enemies are gone."
4,"Great for exercise, but...","Like most, I bought a Quest 2 to make exercising at home fun. I play games like Beat Saber, Thrill of the Fight, and FitXR. As you probably know, the default mask has a foam lining, so sweat absorbs easily and takes forever to dry; hence the reason I picked this up. It's easy to clean and disinfect and fits perfectly over the default cover. Unfortunately, it fit too perfectly. The seal it creates is great for keeping some sweat out, but at the cost of terrible lense fogging. I can't go more than a couple of minutes without having to stop and wipe the lenses down. In the end it's a tradeoff: no sweat, but constant fogging or no fogging, but sweating foam padding."
5,just as pictured,great price much cheaper than the name brand. been in use now for months. no problems
1,broken,Product was broken out of the box. (Had DRM)
4,Pleasantly surprised so far and certainly not disappointed by The Golf Club!,"So Far Very Good game and FUN. Not as difficult to play as others have described. All you have to do is pay attention to what your doing and think about how much power while you swing, putt and decide what type of club to use and where you want the ball to land (I assume like real golf). I still enjoy Hot Shots Golf and EA Golf, but for the amount of detail for an independent developer game and attention to realism and ability to create your own courses makes this game well worth the price and time to play. I'm looking forward to playing a whole lot more and seeing what the developer comes up with next. I only took off one star due to the way the shading on background objects (trees) load while courses load and lack of live atmosphere (or maybe I haven't located one in the settings, we'll see). Developer home page seems to have a lot of detail on progress updates on this game and seem to be well aware of trying their best to make a very worthwhile experience from the couch without having to be on an actual golf course. Just remember to take your time and think before you swing and I think you'll have a satisfying experience like me. I'm pleasantly surprised so far and certainly not disappointed for my purchase."
5,Best Simpsons Game!,"I have tried the other Simpson's games ou there. This beats them all. While still based in the same driving theme as Road Rage, this game has way more improvements. You can actually get out of the car and explore Springfield on foot. Even the building interiors. Yes it is a lot like GTA, but I think it's way better because it has way more humor. Over ten thousand pieces of new dialogue was written especially for this game. In fact, the hardest part of the game is trying to finish the missions while chuckling over the jokes. And there are lots of neat features. Feeling a little destructive? Well go for it. Destroy property and run people over. You will eventually get nabbed by Chief Wiggums, but it only costs you a few coins in a very generous money environment. And there are parts of the game where your whole mission revolves around being a civil disobediant, so have fun. This Simpsons game way surpasses all the others."
5,Great,This thing is great. Doesn't take up much space and charges fast and easy. I added a headphone stand from Etsy.
5,Highly Recommended - Definitely Worth the Money,"Pokémon Rumble Blast builds upon the Pokémon Rumble game available on the Wii Shop channel, but knowledge of the previous game is not required to enjoy Rumble Blast.  The 3DS installment goes above and beyond the first game, adding towns, world levels, a developed story, and many more Pokémon.  The 3D graphics on the 3DS look clear and colorful.  For other 3DS games, I usually move my 3D bar on my system down to about halfway, but for Rumble Blast, I turn the 3D all the way up - the 3D is definitely one of the best I've seen on the 3DS.  The music in this game is also catchy;  a few of the tunes were taken from the original Rumble game.  Rumble Blast also supports a two-player mode, so you can play with your friends.  The length of the game also seems improved from the original.  At first the game starts out fairly easy, but it progressively gets more difficult and provides a challenge.  Even after playing through the entire game, it is still worthwhile to continue playing - there is a Collection option that acts like a PokéDex, where you can see all of the Pokémon you have encountered and which ones you haven't had join your team yet.  Overall, I am extremely pleased with this game, and it has met and exceeded my expectations."
4,Does not mute Microsoft Teams,"It said it worked with Skype and Office, and it does function, but the mute button should activate the software mute and vice versa - it does not.  I use MS Team all day.  The software mute shows I have a hot mic when I don't due to my hardware mute button being on... or in the other direction, my hardware line shows I can speak to others on the call, but in reality the soft mute is enabled.  Rather annoying. I was able to get the product returned via a very helpful customer service and they said they would make note that Teams does not work in their product description."
5,Nice package but don't pay more than MSRP,It's a well done version this year. The other reviewers are spot on. But I'm merely writing this to tell you not to spend more than 70 on this. It is available at several other retailers for the standard price. Do not feed the gougers here.
5,Just wait a little bit,The new 3ds is pretty amazing with 3 times faster speed nice firm buttons but buyer beware the system is region lock so you can't play American games on the system and the language is locked to Japanese but should be out in America and Europe in 1st quarter 2015
2,"Well, there goes another sports franchise","They completely ruined this game by not offering an option to change the controls.  This kills the fun of the game, I could understand if they made it so you had to use the RS to execute more advanced punches, combos, but to force you to use the RS for every punch was incredibly stupid, I hope whoever thought of that loses their job and is forced into a new line of work.  THE AUDACITY!!!"
4,"Great, but not perfect","Pharaoh is the next installment in the Sirrea City-Building series. It is set in Ancient Egypt, where you build cities for the Pharaoh. Pharaoh is a great game. It has nice graphics, similar to SimCity 3000 (no zooming  though. Set zoom level). The building toolbar is easy to use, and the game  is all around smooth. The bad part of the game is that it can be very  frustrating. In Pharoah, your food goes to your storage yards, and then to  the bazaars. The bazaar people then deliver food (a little backwards?) to  the surrounding nieghborhoods. Sometimes you can have 500 pieces of meat in  the bazaars, but the bazaar people don't sell it. They just sit there,  while people starve and move out of the city. Really though, there is no  major flaws. The number of buildings you can put in is vast, sometimes you  look at the screen, and can not find two buildings alike. The game will run  on a P166 okay, with the res. down to 640x480. I have tried the higher  resolutions, and everything is too small. This is a game that in many ways  in like SimCity, and is very well built. Bravo Sirrea!"
1,code doesn't work,it always say that when I tried to play the game
1,Scammelious Totalous!,"Total scam!, get it digital if you can find a copy, wait and there will be plenty!."
1,I do not recommend it,"I do not recommend buying this mouse, it takes time to load and download very fast, you practically have to have it connected to the charging cable all the time"
