rating,title,text
5,Great for weak hands,"Big help for weak hands. Unlike most buyers I have weak and arthritic hands. I found myself quickly irritating my thumbs with a standard controller, having to use too much force, which made accuracy worse.  These Vortex attachments really help.  After some time getting used to them, I can say that I use far less force and can play longer, and my accuracy is much better especially in Destiny 2.  The height increase on the left control is enough to provide increased leverage, so force needed goes down. The tall right controller seemed too much at first but after several hours of gameplay it proves itself an ingenious device. I would never want to go back to standard height controls."
5,Purchase the Wii U version,I played only the Xbox an Wii U versions but out of the two the Wii U version was the best. It has better graphics an the controls felt very smooth. There was an update also on day one to eliminate the frame rate stuttering during cut scenes which I haven't noticed any slowdown yet. No offense to the Wii U I love mine and I have all three consoles but the game selection is pretty bad. If you do have multi consoles though an the Wii U is one of them this is your best bet to purchase it on the Wii and lets hope more great games like this will release on it this year.
1,One Star,Christmas? It's crazy.
5,An outstanding Kinect game with fun controls,This is my fifth Kinect title and is by far the best yet.  The controls are very accurate and game play is lots of fun for my entire family.  The half pipe event and big air events are fun and spur on lots of competition.  Performing different combinations of tricks while in the air and landing them for points is well done.  I'm impressed with the two player split screen options (easy to track where your play space is defined) and the kinect tracking seems to be flawless.  This has been more fun than Kinect Sports for my family.
4,Works Fine,"This drives worked fine.  IT does not allow the unit to play old XBOX games without extra data.  So, if you want to play old xbox games, buy a real Microsoft drive or check out Youtube and find out how to modify this one to do it."
4,Too short and two don't work together,This is the only cable that will work with the XBox 360 S Kinect package. You cannot use any other off-brand USB cable (I've tried).  So if you bought a XBox package with the Kinext sensor included you will need this cable.  The cable works great but it's too short (9ft).  I tried to order two and daisy chain them together but it didn't work.  So unfortunately my Kinect sensor bar has to always be with 16ft of the console. Bad situtation for a home theater.  Thought I would pass along the info so others don't learn the hard way.
1,ONLY FOR WII NOT WII U?!?,"My boss ordered a copy for work and I was so frustrated when using it to realize it was for the Wii not the Wii U. I thought he was trying to save money and immediately got on Amazon and ordered what I thought were 2 copies for the Wii U. One for work and one for home. When I took them out of the package I was so mad to see Wii games. Why in the H E double hockey sticks would Nintendo release a brand new game for only the Switch and the Wii, but not the Wii U?! I could maybe understand if they decided not to make anything but Switch games, but why Wii??? The menu and navigation of the game for the Wii is a pain in the butt and the graphics are terrible! Not even worth it. I returned both copies and I won't be buying more."
5,It's colorful,I like it
1,This launch stinks,"Wow, it is so disheartening to receive a system that doesn't work right out of the box. Seriously, I can't even get the system to display on the screen and the blue light on top of the console keeps flashing. Now my only options are to return it to Sony and have them replace the parts-but to do that I have to sit on their customer service lines for 2 hours and then wait a month to get my console back- OR return it to Amazon without a replacement, only a refund. In either case, what was the point of me preordering the console way back in June. To make it worse, I also bought 6 PS4 games and removed the shrink wrapping without ever even considering this would happen. I had been looking forward to this day for months and the excitement over this week leading up to today was unbelievable, but in the end I was letdown more than I ever have been with something that was not family related."
1,Defective... Twice,This guitar was defective within the first day.  The buttons on the guitar throat became extremely difficult to press.  Got a replacement through Amazon and on the second guitar both the strummer became defective and the same button problem occurred on the second day of use.  This product is defective...
4,"Great game, but no Madden","EA Sports did a good job with this game but it could have been better.  First some positives...the game is very realistic. It has real boxers, cornermen, and referees. The game has fighters in every weight-class including the women.  The punches need to be timed and you just cannot go into the ring versus a good opponent and start pushing buttons.  The crowd looks good and the graphics are terrific.  The movement of the boxers is also realistic.  There are different fighting modes and levels of play.  The easy is way to easy, and the normal gets too easy after you become powerful in the career mode.  The fight commentators are good and they don't repeat themselves like in Madden. Now the negatives...Why does EA allow you to beat this game in the career mode?  I had a record of 23-2 and was able to beat the game.  Like Madden, you should be able to box until you want to retire.  All the great boxers have at least 50 wins and you are forced to retire after 23.  The game should not end so soon.  Also in the career mode, none of the other fighters' record changes but yours.  It seems as though you are the only one fighting.  They should have it so you schedule your fights and the other fighters win and lose as time goes on and everyone gets reranked, so it is harder to climb to the top.  Even after you beat someone the loss does not go on his record.  Also, in the career mode, you become too powerful too quickly.  You are given training points after you train between fights.  The training points determine how good of a fighter you are by determining things such as your speed, quickness, stamina, recovery time, ease to cut, etc.  However, the training points are too easy to get and too many are given out at once.  I had 100 in every category my 2nd to last fight, and I was invincible.  You should have to fight some fighters twice so you can get more victories and you become powerful slowly.  After you move up in ranking, you cannot rechallenge anyone lower than you, even if you had a close fight.  An annoying part of the game is that the announcers and referee mouth does not move as they talk.  Also the ref is not in the ring as you box, you just hear a voice. Also walking out you don't have a robe on and there is no one around you. A huge mistake in the game is the training mode.  Your sparring partner cannot hit you with the hook, so you are unable to block it.  Also it is nearly impossible to throw the cross, low hook combination.  You lose training points because you are unable to do certain things in training mode and the computer doesn't recognize that it is making the mistake.  And the main reason why I give the game 4 stars is lack of button recognition. Sometimes the game does not recognize the buttons you push, especially when you have to push 2 buttons at once.  All in all, I think it is the second best title for PS2, but far behind Madden.  I think it is defintely something you should buy, but EA has to make some improvements.  And for the person who said Ready 2 Rumble 2 is more realistic, are you kidding me?  No one should ever listen to that person's opinions about games.  KO Kings is based on realism.  Ready 2 Rumble is supposed to be fun and comical, not realistic.  And that is what it accomplishes.  Again, I would recommend that you buy the game, it is a good one for a serious gamer who likes realistic sport games.  And for those of you looking for some tips.  The secret to be successful against a good opponent focus on hitting the body.  Use your jabs and crosses in the first few rounds to the body.  You will notice that when you hit him in the stomach during later rounds he stops to cover up.  This is when you let lose to his head by throwing you specialty punch or strong upper combination.  In the 7th and 8th rounds you can hit him in the body and it takes away a lot of power and sets up the knock out. Or if the fighter's cut rating is low, circle and jab and double-jab to the face.  By the 3rd round you should have him opened up and you can focus on landing combinations and jabs to the eye so the doctor stops the fight.  What not to do...don't go in the ring trying to throw a bunch of uppercuts and knockout blows, good fighter will eat you alive.  Set up combinatins with the jab and blocking shots.  The best way to knock someone out is going to the body and when he covers up go the head.  The combinations starting at the body and working up is effective while the boxer is in the corner.  You should always keep the person against the ropes, by standing back and just throwing jabs to the face, and follow up with combinations to the body when he covers. To beat the game you must learn how to defend yourself.  Use L1 and L2 a lot. If you slip by a punch you have time to throw a jab and combination, but watch out for combinations, you don't want to let go of the L buttons too early and get caught with the follow up punch. And d_critique opinion is always reliable."
5,For some reason I bought a console,Works with no problems as of yet after 2 months. The refurb was in excellent quality almost as if it were brand new.
5,It's Awsome!!!!!!!!,"This  is one of my favorite games. You can go in space ships of all kinds. I realy like Darth Vader's tie fighter (I know his ship sucks, but I've always liked ties). You can also unlock new kinds of ships like the X-wing and Slave 1. Besides those two there are many many more. The misson mode is realy fun also. I like the way how you can use the touch screen to do super moves. There are also many force moves you can use. The best part about the single player is slashing your enimies with your lightsaber and then using force moves to finish them off. If you are a nintendo and star wars fan I reccomend you get this game. And one more thing, PSP sucks. The NINTENDO DAUL SCREEN (or DS) rocks dis house. All the people who said this game is a 4 star or higher are very COOL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! DYLAN"
1,Code didn't work......buyers beware of JFJ,"Sold by JFJ.....didn't work! Buyer beware! I'm attempting a return now, let's see if I get a refund."
1,"The worst game yet for the Wii, avoid","Anubis II has a budget price for a reason.  This is above all the worst game to see the light of day for the Wii yet, thanks to it's unresponsive controls, ugly visuals, boring gameplay, and a grating soundtrack all combine to help Anubis II claim the aforementioned title.  You play as the savior of ancient Egypt, or something, in what would otherwise be called a platformer.  As anyone who has played a video game in their life will know, jumping is key to any platformer, which Anubis II attempts to use with the Wii-mote and nunchuk, and this is where the game fails the most.  Raising up the nunchuk barely works (and in some cases, it just doesn't), while the tedious combat illustrates the game's broken controls and boring gameplay all the more thanks to just plain bad movement.  As far as the game's graphics go, the Wii is far from a technical powerhouse, but Anubis II looks like it was emulated from a first generation PS1 platformer.  In case you haven't gotten the idea yet, Anubis II is by far and large the worst game to hit the Wii yet, and should be avoided at all costs."
5,Worth it so far,"So far, so good. Wanted something to keep my wireless USB headphones safe, this does the trick. USB ports built in are definitely an added bonus. It makes leaving things ready for my laptop, nice and easy. RGB lighting adds a fun touch."
4,Other reviews are out of date,"The biggest complaint from the other reviews is the DRM. The DRM has changed since then. When this game first came out, you can only install this game three times one one machine, and that's it. That's why everyone was upset about it, and they had the right, I was upset as well. But it's changed now. The DRM is still there, but it's not a bother anymore. It restricts you to 3 installs per month. After a month, those 3 installs reset.  Unless you love uninstalling your games every week, I doubt 3 installs per month will be a hassle for you."
5,I Cant Explain It!,"Is there nicotine in video games now? This is the masterpeice of video game making. The game rating from 1-5 is a 10. The realism this game is unexplainable, it steals your weekends, it will become your new best friend. Rome: Total War is the third Total War game in the series after Medieval: Total War, which was good but the graphics were corny, and the fighting was unrealistic. Rome: Total War was a huge step from Medieval: Total War, Rome TW's graphics are outstanding, the cities make you feel as if you are a citizen of them, and the battles are addicting and action packed. If i had to bring two things to a stranded island with me, id bring mty computer and my best friend named RTW."
1,DOA - Defective Console - Blue Light of Death,"My son worked this summer to be able to buy this console and pre-ordered it in August. After a three month wait - the unit he received did not work - at all. The unit would not turn on - only a blue pulsing light - never changed to white - no video. I tried calling Sony - but never got through - both calls being dropped, once after 90 minutes on hold and the other after 36 minutes on hold. Ended up calling Amazon to return for a refund. Very disappointing."
1,Anger and frustration!,"I had a crappy work week. Excited to enjoy weekend with arrival of PS4...instead freakin pissed that it don't want to load up. Stays at the blue pulsating light...I waited since launch announcement for this and finally want to enjoy...instead I have to return to Amazon and basically wait like everyone else for new stock...and even then not sure if the system will work. What is purpose of preorder when u wind up having to go from front of line to the back of the line. Will get my money back and then just sit back and see if Sony can get act together or if Xbox One is the way to go. Either way, stressed, pissed and bored."
5,great game,My son loves this game
5,"Very Nice, All in one controller charger and Nintendo Switch holder.","This is a very nice dock and charger station for the nintendo switch. It even hold a some game cases. The Joy-Cons and pro controllers have a dedicated slot for charging the poke ball controller do not. Overall it's a very nice only thing I wish they would of done is place the power port on the back of the dock instead of the front. It's not that big a deal, but when your trying to hide wires it makes it a little harder."
2,new slim ps2,"I dont see the point in this remake. For one thing the disc drive is now toploading so if people would buy this becuse they dont have much space in their cabinet can forget it. For example if you had slipped it into a small space you would have to remove it when you want to put a game in. Althought this is slim and great looking i dont reccomend it. What has annoyed me about sony is that the more popular the playstation gets the quality gets worse because they think that it is so popular that it wont matter. I own a ps2 (fat) a gamecube and a x-box. out of the 3 the x-box is the best then ps2 then gamecube (purely because of the amount of games) My ps2 was given to me about a year ago and it was one of the first ps2s made because my cousin bought it on the launch date. I havnt had any problems with it at all but most of my friends who own ps2s have had something go wrong with them. I think that the more popular ps2 gets the cheaper sony makes them for so they break more. I reccomend the fat ps2 because it has sliding disc tray and iy is sooooo better. One of my friends has the slim ps2 and it is tiny, About the size of a ps2 game case. But the disc toploader feels flimsy and when you open it it is not a smooth action. If you have buy a ps2 buy a fat one because they are the best in my opinion but buy an x-box because they are the best or just buy an x-box."
5,These do what I need,"I got a NES Classic for my birthday last year and rarely played it as the cords were too short.  I ordered these and my wife and I enjoyed it with enough cord to not have to sit right in front of the tv.  I've only used for about an hour, but so far so good."
5,Better than expected,"I previously bought another power supply. Roughly same price range, and it was horrible. Died on me within a month. Was loud too, even when I turned my xbox off. Got this one, and wasn't expecting too much better, but I was pleasantly surprised. This is very quiet and I've been using it a lot for 1-2 weeks. If it holds up and still performs as good as it has been so far, I'll definitely buy it again when necessary...hopefully no time soon though."
4,INCLUDES BATTERY,"one thing that took me a while to find out, it does include a battery"
1,doesn't play playstation 4 games,"why anybody would get this console is beyond me.  Playstation 4 is ushering the new era of video gaming, all hail SONY"
5,Old English Recipes,"This is a small, beautifully illustrated cookbook, featuring text from the Lark Rise trilogy. I haven't tried any of the recipes yet. My only disappointment is that a number of recipes from the TV series were not featured, such as calves foot jelly and queen cake."
5,Five Stars,excellent
1,Double click - Be warned!,"Loved this mouse for 3 months, absolutely everything. Then one day it started to randomly double click on the right mouse button, but only maybe once per 1,000 clicks, no big deal right? Wrong. This escalates and quickly becomes to 1 in every 10 clicks just a month after you notice the first double click issue starting. Being a ""gaming mouse"", and a reputable company, I expected more. I took the time to write the review now because after 4 months with my right click double clicking every 1 out of 10 clicks the left mouse button has started the 1 out of 1,000. My fear is that in another month I'll have the same issue with the left click. This mouse is already un-usable for gaming as any fps with scopes become unplayable as you cannot reliably ADS or hold scopes in fear that it will double click and make you lose ADS or lose your scope."
5,This is funny!,I bought this game because it's name sounded funny lol But after playing it I'm more that happy with my decision. You need to play this game!
5,Great game. Beautiful and calming to play,Great game. Beautiful graphics and fun to play with my son. Plus having Scandinavian Heritage is a nice connection to the game
5,Five Stars,"Sweet game. Wish there was a coop campaign mode like Halo, but this is a great game."
5,Affordable backlit keyboard.,I like this one. Has good controls for color and brightness. The directions are even printed inside the box and comes on a slip. Directions are practically idiot proof. Not as loud or as noisy as other more expensive gaming keyboards.
1,Not made for Switch Pro Controller,"These grips were not made for this controller. The Nintendo switch pro controller has a clear guideline where the grips COULD have used to align their grips properly, but it seems no thought when into this design. When I put it one the controller, there was a clear overlap in the grips. I tried removing and re-applying many times, but no matter how I put it, there was always a clear overlap. It seems that all they did was get the xbox grip and rename it for the switch."
2,Too short,I enjoyed very much and it was amazing but i was very disappointed on how short it was i mean i beat it in half an hour it was very good storyline though but jeez the it could of been a little longer i do not recommend it for people that want to enjoy a long game
5,"Better than the official case, and I owned both.","This Khanka case is actually better than the official RDS industries one because on this one the controllers lay flat on each other and you can insert the cables all the way in the case. In the official one you had to insert the controller with the cable sticking up, causing the case to put stress on the connection point when you closed it. With the Khanka case the remotes have zero stress on them anywhere, without sacrificing protection. I owned both and returned the official RDS one. Don't be fooled by the cheaper price or funny name, this Khanka case is the superior case for your NES Classic, if you managed to get one."
5,Did not stick properly,"Did not stick properly, I am currently awaiting a replacement or refund."
5,Better than I even expected!,Received quickly for a trip.  Was as described and even better than I expected.  It made playing my switch w my family so much fun in the evenings w nothing else to do in our hotel room!! My parents even had fun with it!!
1,Run Don't walk away from this one -,"First off its cheaply made - Yes I know its supposed to be a knock off but still there are several options out there. This one uses proprietary plastic joysticks, less than a month of EXTREMLY light game-play, The left stick broke. So I didn't panic I ordered a replacement - took the controller apart and found that the parts are not compatible."
1,Missing the game!,This would be fun if the game was in the case.  It was empty!!!!
4,It's important to know this gift card will take hours to receive the code,"For over a year I have been buying my Robux from Amazon, I try to avoid buying on Roblox because the keep making me deal with Xsoalla! what a nightmare that is. It now seems like it's better to just buy a gift card from the store, and avoid purchasing online all together. They make you wait 2-4 hours to process the payment and then you will get your Robux pin."
1,Don't buy not 680 games only 30 none of the good ones.,Only had 30 games and none of the good ones.No Mario ect.
5,"Hypnotic, bet you can't play just once!!","This is not your typical game.  You manipulate the little musical ""beings"" to dance and sing and make lots of noise.  You can even speak to them and they will respond in your voice!About 14 different sounds of your changed voice. Whoever invented this one was a genius.  Lots of fun if you are looking to just kick back and play with this one for hours!! The graphics are mesmerizing, and very cool!"
5,Just plain awesome,"As of this writing, Mario Kart DS is hands down the absolute best game available for the DS.  As one would expect from the long running series, Mario Kart DS allows you to play as Mario and co. in a series of go-kart races.  The gameplay mechanics will feel like putting on an old glove for longtime fans of the series, while newcomers will have no trouble getting into the game.  As you progress through the various circuits, you'll find bonus tracks, karts, and characters to unlock as well, which adds a nice amount of replayability to the single player mode.  Along with the new tracks, there are some retro tracks available as well taken from the past incarnations of the series.  The real main attraction of Mario Kart DS however, is the fantastic Wi-Fi multiplayer mode.  There are only a handful of DS games which support Wi-Fi capability, and none is better at it than Mario Kart.  This is where the real meat and potatoes of the game lies, and you'll have a hard time putting down your DS after getting a taste of it.  The game looks, sounds, and plays phenominally, and all in all, Mario Kart DS is yet another excellent, must own, first party title for the DS, and the Wi-Fi options make it even more of a smash."
4,Good customer service,"Got this refurbished system to use as a way for some older folks to get some activity. After some hiccups, turned out a controller was faulty. The customer service was excellent and they went out of their way to make It right."
5,As good as the wheel that comes with Mario Kart,We have 3 of these wheels and the one that came with Mario Kart.  The only difference is the wii emblem on the back of the original wheel.  Seriously I think there must be a copyright infringement these wheels are so alike.  If you like the wheel that came with Mario Kart these are perfect additions for extra racers.
4,The only drawback is the missing PGA,"Wow.  What a great game on the DS.  This is not the prettiest game, or the most notable.  But it is FUN FUN FUN!  Using the stylus to control the swing works great.  Nintendo continues to innovate and change the way we play games.  There are at least 15 courses.  This is enough to keep anyone entertained for a long long time.  There are no PGA anything in this game.  But for what it lacks in realism it makes up for in fun.  Get this game if you have even a moderate affinity for golf."
5,Can't go wrong,"By far the most comfortable headset I've ever worn! This headset is adjustable to fit any size of head, and when worn the padding around the ears and on top of the head are so comfortable, I tend to forget I'm even wearing them. I have had no issues with the sound quality, and everything seems to sound just fine. One last thing that stands out is the high quality thread that is braided around the cord that give the nice appearance and added durability. Great headset for a great price!"
5,Awesome!!,"This game is awesome! Great songs, fun, addictive and challenging to play. I have not been really into a game in years, that has changed with this one! The cost is well worth it in terms of time spent playing. Excellent game!!"
1,Do Not Buy!!!  3 Month Game Pass Ultimate is Showing as a Trial,"Been trying to redeem my code for a couple hours now and keep getting the pictured error. Tried Xbox support and they said talk to Amazon, chatted with Amazon support and they said call Xbox again. Awaiting my call back from Xbox again. Will update if this gets resolved. Tried entering via xbox app, website, and console all same error."
1,Simcity Online only?!,"So if their servers are down, I'm down too? Not very practical. What if my ISP went Ka-Blooey, then I'm Ka-Blooey too? Not very practical!"
5,Links the ps4 to the gaming chair!,"We bought our kid a gaming chair, not realizing it would not link to the ps4. I don't know exactly what we did; however, after some fiddling and switching the pieces around, got it to work! This little adapter made his new favorite chair even better. We haven't figured out how to get the mic to work, yet. But, at least the ps4 audio is playing out the chair speakers!"
1,This game is dumb,"There's too much to do, the world is too big and i don't understand much of it. I'm gonna go play Super Mario World now."
4,A Hilarious Laugh-a-Minute Game!,"This is a great game! Whenever my friends come over they go straight for this thing! It's hilarious! They make their mom have a mustasche and a pig-snout, they put Mario on their brothers' shoulders, its great fun! Once you save a picture you can do whatever you like to it! You can draw, you can stamp things on it, you can give it a caption and a frame! Great fun!"
1,Make sure you have the right video card before you buy.,There should have been something on the purchase page that warns you about the need for a certain graphics card needed to run the software. I have a 8 month old Dell 17 inspiron 3000 and can't run the basic software. I'm not a big gamer but enjoy flight Sims. Disappointed that the basic version of MS Flight Simulator 2020 won't run for me
1,Love the game hate the BLS mart scam.,"As a true gamer, I wanted the exclusive alt suit. To get that type of game I had to pay a little more for it. The uncage version only cost 12 to 15 dollars. The game I wanted was 25 at the most not include shipping. When I ordered it I expected to get what I paid for. Once the game got here it wasn't what I paid for, and BLS mart knew exactly what they was doing. And they scammed me out. I even complained and emailed them but no respond so I knew clearly I was suckered out. But that fine because I usually don't forget n I will never order from BLS mart. If I was you I check with BLS mart before ordering anything. If anybody looking for me to tell my experience of the alt suit wolverine, I wouldn't know because BLS mart sent the wrong game and I'm complaining because they scammed me out."
1,Huge let down to say the least. Been a ...,Huge let down to say the least. Been a halo fanatic since day one and this just isn't the same. 343 without a doubt ruined yet another game. Why bungie why
1,It lasted almost 4 days and now it won't turn ...,It lasted almost 4 days and now it won't turn on? Just shut down in the middle of a game!
5,Use HDMI input on your TV or Monitor,"This does not make the Wii do HD resolution (no adaptor can). What it does do it allow me to plug into my widescreen HDMI monitor. Or my into my smart TV which has 10 HDMI inputs and a very dumb single style video in and no S-Video. The picture is quality is nerly imperceptibly more sharp, solid, clear, and colorful than S-Video would provide. It also works with my DVI-HDMI adaptors."
2,The OTHER REVIEWS ARE CORRECT,I bought the FS Fighter Pilot while in a computer store a couple of months ago while I was perusing other sim games. It caught my eye and I bought it. What a mistake. The most pathetic of all aircraft in the package is the F-15...especially the cockpit. This teaches me to not buy a product without researching the reviews about it. Lesson learned.
1,"Wow, waste of my time and money... BS FROM BI!","Ok, here's the deal with Bohemia Interactive.  They are shortsighted.  They are lazy.  They expect you to be the beta testers of their product whilst you pay them to do such work.  They did not prepare their game for Windows 7 knowing full and well it was coming.  The game still uses Directx 9 even though we're already onto 11.  They want you to fumble through all the instability and troubleshoot the game to try to find its problems so you can report to them.  I believe more people than not are having trouble with ARMA II.  I did not buy this game to test it, I bought it as a product of entertainment.  I have not been entertained by it.  No amount of, nor particular fixes on the net have amended the random CTD during gameplay.  I'm not about to revert to XP just for this garbage.  They're already planning an expansion pack despite having not fixed all current problems.  Don't waste your time with this company or this game.  You'll be so disappointed to find it's not what you were hoping for.  The idea of this game is great... but a respectable company with integrity needs to execute it."
5,"Decent, inexpensive.","I bought this for working at home during the quarantine. I have a better left handed mouse at work, but this one does the job just fine. I'm right handed, but switch to the left in order to give my right hand a break. I recommend this to anyone that does a lot of mousing in their job. It has definitely saved me from injury. The mouse itself is definitely no frills, very simple and seems to be accurate enough. Being rechargeable is a bonus."
2,Relisted to clear bad reviews? Poor QC?,"I knew this unit was a decent choice but often has lighting issues after extended use. Noticed this looked to be a new listing or model so i took a chance. Out of the box my Multi Function Display on my Throttle does not have backlighting and the Throttle Force Tensioning dial has no discernible effect of the throttle tension, be it at its max or min setting.....  unit are a bit light, it would be nice to have the bases weighted. I will have to DIY some steel plates to the bottom to prevent them from shifting in use."
5,worked better than expensive headphones,worked better than expensive headphones. Save your money and buy these. My son plays online video games with these headphones all the time and never has any issues. He has a PS 4.
2,Save the swordplay for The Legend of Zelda...,"I feel that the fighting in this game takes out the very ""soul"" of this beloved simulation game series.  Harvest Moon is about living the quiet life (befriending the neighbors, marrying, building up your farm, raising your child that actually grows up).  The fact that the original series is relaxing and a break from fighting games in general is what makes it so appealing in the first place. It's uniqueness in lack of violence is what makes it a jewel.  If you have an itch to fight in dungeons, play the Legend of Zelda games! The way the stamina bars are set up makes it very limiting to how much you can do in a day.  I also didn't like the whole catching your monsters (livestock) in the caves.  It just makes it more work than it's worth.  The only good thing about this game really are the graphics, which are indeed eye candy.  For those who find the original Harvest Moon series boring, then maybe this game is your cup-of-tea.  But if you're like me and fighting isn't vital to your gaming, and if you're also a huge fan of the original Harvest Moon series, then I advise against getting this game."
5,Review After 7 Hours Into The Game,"I am already 7 hours into the game since the midnight release. Here are my thoughts so far...get this game..form a posse..and rule the wild west..instead of looking at reviews you should just get up and buy it. Though there are many similarities between the grand theft auto series and red dead redemption, red dead redemption can stand up proudly by itself. The massive sandbox map and the variety of tasks at hand can make this game way too awesome at times. This isn't a bad thing as you will always have something to do but it adds stress to the gamer with so many options. I dont want to ruin anything but I will say that this game is funny, full of action, full of choices, and anything I say won't do this game any justice. Just buy it yourself and you'll see what I mean. Theres just too much to do and I can't fit it all into words."
5,Best alternative for me!,"This Game is absolutely incredible and a fantastic alternative, for me because I have cerebral palsy and cannot use my lower body very well so I always wanted to play games like Dance Dance Revolution and never could, but now I can!! Thank you Disney and to whoever made this game!"
5,Good,"This gaming keyboard not also looking good, and it is also really soft the keys are really feel good. Really love it."
1,Not for me,"I'd heard good things about the Silent Hill games but hadn't played before ordering. I wish I would have because this game is terrible. The story line did not make sense, the directions were unclear and the lighting was so dark that it was hard to make out what was going on. I couldn't get anywhere without an online walkthrough and even still the game was boring and confusing."
5,VR necessity,"Great for the Quest 2, never run out of battery!"
5,Genuine Sanwa Parts,"Many people seem to be thrown off by the 'made in china' stickers when fulfilled by amazon, but the seller's website clarifies that it is a misrepresentation from the import process. Check the QR code that comes with the packaging. The buttons and the lever are a big improvement over the hori parts that came with my RAP. Highly recommend."
1,Improper region code,"I was enr the UK version, and I live in the US..  I cannot trade it in, andit wont play on my machine...  Amzone has provided no was to fix this.  I will sue them, and expose them  for this"
5,"Great Story, Fast Combat","Very fun and addictive action RPG with a great storyline, and amazing fast paced combat. Pretty much everything about this game is amazing. Only complaint I have is the game's performance. It's not exactly as high as it could be performance-wise, as the resolution isn't amazing, and there's ocasional lag. But after playing for an hour or two, it becomes easy to look past it's performance issues and see the game for what it is: a masterfully crafted RPG that anyone can enjoy. Even if you're not into RPGs, you may still find this game enjoyable. It has a wide range of difficulty levels to choose from, and the combat is so fast that it never feels too grindy. And as a bonus, the adventurerers edition comes with some awesome bonuses. I couldn't be happier with this game, and I highly recommend checking it out."
5,A Must for Hardcore DS Players,"Purchased this grip because the size and button layout on the 2DS makes holding the system uncomfortable. This makes holding the controller much more comfortable. System is study and tightly fit in the grip and is easy to take out. The stand in the back is a nice touch. Turning the system on and off is a bit of an issue since the hole in the grip allocated for it is small, but I've just been using the stylus instead."
5,Just as expected,"I love this keyboard! It's functional and beautiful. You cannot program the colors, but I wanted the rainbow, so this is fine for me. The keyboard is lit up as long as it's plugged in, so it does always stay on. If you plan to use this keyboard for work, note that the keys are LOUD. I don't work near other people, so this is fine for me. However, if you're in a cubicle type setting near others it probably would annoy the people around you. But, if you work in a secluded area or use it for gaming, it's perfect! The key clicks sound like a mixture of a typewriter and an old windows computer. It's like a deep click and a lighter click at the same time. Overall, worth the money and it makes emailing at work more fun!"
5,Fantastic DDR System!!!,"I bought this game for my 12 year old, who is a die-hard Mario fan.  I fully anticipated that he would enjoy the game, but never expected that my 8 year daugther would also fall in love with this game.  My children are having an exceptional cardio work out every day and believing that they are just playing a game.  I would recommend this to everyone!!!  The dance pad is included in the system and is holding up very well considering how much use it is getting.  I am very pleased with this purchase."
5,"If you love Mario Kart, get this game","A few years back, I got rid of our Wii. The kids really didn't play it much, and it was just taking up space. After all, we play on our Xbox One for most games and really didn't have much use for most of what Wii had to offer. But what I didn't expect was how much I would find myself wishing I could play Mario Kart again. There just really aren't many other games out there like it -- especially on the Xbox platform. Most car racing games are too complicated, difficult to play and have limited head-to-head racing modes. So I ran across this game and heard it was similar to Mario Kart. I decided to give it a try... and I've got to say, I'm loving it. In addition to the traditional racing modes, circuits and battle racing modes, Cars 3: Driven to Win also introduces stunt driving and a couple of other variations that I honestly like even better than Mario Kart. This is fast becoming one of my family's favorite games, and it's nice to have a game that literally everyone of all ages can enjoy. My only gripe is that there's not more of a better online multiplayer experience. I imagine this is just because the game is getting old at this point and fewer people are playing. Hopefully if and when a new Cars movie comes out, they'll continue the game franchise. If you're a Mario Kart fan and have an Xbox One... I highly recommend this game."
5,One of the best games to hit the Wii yet,"The Metroid Prime series took Nintendo's much loved series to a new level with the first two installments of the series on the Gamecube.  Now, finally, the Prime trilogy is completed with Metroid Prime 3: Corruption, which is undoubtedly the best FPS on the Wii, and one of the best overall game to hit the system yet.  Once again playing as intergalactic space heroine Samus Aran, you should feel right at home here the minute you fire up the game.  Even with a new control scheme that takes advantage of the Wii-mote and nunchuk controls, veterans of the series will have little to no trouble getting into the swing of things.  As you can expect, there are a fair share of inventive puzzles and great levels to explore, and the boss battles are nothing short of spectacularly memorable as well.  If there are any downsides to Metroid Prime 3, it's that the game can be too easy for some, and that as a whole, doesn't really do a whole lot more differently than the previous Metroid Prime games have done.  That aside though, Metroid Prime 3: Corruption is a more than worthy conclusion to the Prime trilogy and has been more than worth the wait as well.  It also goes without saying that this is the best FPS on the system yet, and one of the best games available for the Wii at this time."
1,Another 1 Star Review Because of One Island Per Switch,"While I can see that the decision to allow only 1 island per switch was made in an attempt to foster cooperation between the people who play the game on the same console, not allowing the individual profiles to opt-out and start their own island is a crippling mistake. For anyone who uses their switch by themselves this game is pretty fun, but anyone who shares their switch with another person and wants the ability to play this game on their own, and only occasionally play together, will be sorely disappointed to find that the first island created on a given switch is forced upon every subsequent player who plays the game on that switch. Nintendo, please consider removing this arbitrary and, for many of us game-breaking restriction so those of us who share a switch console with others can enjoy the game how we choose to enjoy it."
1,Wish I hadn't wasted my money,The device just shuts down and resets even when fully charged. There is also no way to save a game.
1,One Star,when i got the package it was already open and there was no game cd inside the case
4,No problems...delivered as described,"Seller delivered as advertised...overpriced but if you want it now, not a terrible option.."
